solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, cash, fileNumber
2, 0, 0.0111, 1.897, 2, 11, 1250, 26
2, 0, 0.0109, 1.9079, 2, 11, 1300, 26
2, 0, 0.0107, 1.9186, 2, 11, 1350, 26
2, 0, 0.0105, 1.9291, 2, 11, 1400, 26
2, 0, 0.0108, 1.9399, 2, 11, 1450, 26
2, 0, 0.0109, 1.9508, 2, 11, 1500, 26
2, 0, 0.0122, 1.963, 2, 12, 1200, 27
2, 0, 0.011, 1.974, 2, 12, 1250, 27
2, 0, 0.0113, 1.9853, 2, 12, 1300, 27
2, 0, 0.0115, 1.9968, 2, 12, 1350, 27
2, 0, 0.0116, 2.0084, 2, 12, 1400, 27
2, 0, 0.0107, 2.0191, 2, 12, 1450, 27
2, 0, 0.0129, 2.032, 2, 12, 1500, 27
2, 0, 0.0115, 2.0435, 2, 13, 1200, 28
2, 0, 0.0105, 2.054, 2, 13, 1250, 28
2, 0, 0.0103, 2.0643, 2, 13, 1300, 28
2, 0, 0.0101, 2.0744, 2, 13, 1350, 28
2, 0, 0.0106, 2.0849, 2, 13, 1400, 28
2, 0, 0.0103, 2.0952, 2, 13, 1450, 28
2, 0, 0.01, 2.1053, 2, 13, 1500, 28
2, 0, 0.0117, 2.117, 2, 14, 1200, 29
2, 0, 0.0101, 2.127, 2, 14, 1250, 29
2, 0, 0.0103, 2.1374, 2, 14, 1300, 29
2, 0, 0.0105, 2.1479, 2, 14, 1350, 29
2, 0, 0.0102, 2.1581, 2, 14, 1400, 29
2, 0, 0.0112, 2.1693, 2, 14, 1450, 29
2, 0, 0.0107, 2.18, 2, 14, 1500, 29
2, 0, 0.0119, 2.1919, 2, 15, 1200, 30
2, 0, 0.0102, 2.202, 2, 15, 1250, 30
2, 0, 0.0099, 2.2119, 2, 15, 1300, 30
2, 0, 0.0102, 2.2222, 2, 15, 1350, 30
2, 0, 0.0099, 2.2321, 2, 15, 1400, 30
2, 0, 0.0115, 2.2436, 2, 15, 1450, 30
2, 0, 0.011, 2.2545, 2, 15, 1500, 30
2, 0.0483, 0.0175, 2.272, 3, 1, 1200, 31
2, 0.0385, 0.0163, 2.2883, 3, 1, 1250, 31
2, 0.0292, 0.0165, 2.3048, 3, 1, 1300, 31
2, 0.0204, 0.0196, 2.3244, 3, 1, 1350, 31
2, 0.012, 0.0197, 2.3441, 3, 1, 1400, 31
2, 0.0039, 0.0195, 2.3637, 3, 1, 1450, 31
2, 0, 0.0107, 2.3743, 3, 1, 1500, 31
2, 0.0245, 0.0175, 2.3919, 3, 2, 1200, 32
2, 0.0156, 0.0177, 2.4096, 3, 2, 1250, 32
2, 0.0072, 0.018, 2.4276, 3, 2, 1300, 32
2, 0, 0.0097, 2.4373, 3, 2, 1350, 32
2, 0, 0.0106, 2.4479, 3, 2, 1400, 32
2, 0, 0.0109, 2.4588, 3, 2, 1450, 32
2, 0, 0.01, 2.4688, 3, 2, 1500, 32
2, 0, 0.016, 2.4848, 3, 3, 1200, 33
